User Time (s), System Time (s), Real Time (s), Executable Size (KB)
3.57, 2.58, 6.15, 4314.33 
3.78, 2.42, 6.22, 4314.33 
3.81, 2.36, 6.18, 4314.33 
3.69, 2.49, 6.18, 4314.33 
3.59, 2.56, 6.16, 4314.33 
3.67, 2.53, 6.21, 4314.33 
3.67, 2.46, 6.14, 4314.33 
3.71, 2.50, 6.22, 4314.33 
3.61, 2.54, 6.16, 4314.33 
3.78, 2.40, 6.20, 4314.33 
3.64, 2.51, 6.17, 4314.33 
3.69, 2.49, 6.19, 4314.33 
3.78, 2.46, 6.25, 4314.33 
3.67, 2.55, 6.23, 4314.33 
3.80, 2.35, 6.16, 4314.33 
3.83, 2.36, 6.20, 4314.33 
3.74, 2.43, 6.18, 4314.33 
3.79, 2.41, 6.22, 4314.33 
3.58, 2.60, 6.18, 4314.33 
3.59, 2.60, 6.21, 4314.33 
3.75, 2.49, 6.25, 4314.33 
3.41, 2.82, 6.24, 4314.33 
3.66, 2.60, 6.26, 4314.33 
3.74, 2.47, 6.22, 4314.33 
3.81, 2.38, 6.20, 4314.33 
3.66, 2.63, 6.30, 4314.33 
3.71, 2.51, 6.23, 4314.33 
3.68, 2.51, 6.20, 4314.33 
3.63, 2.55, 6.18, 4314.33 
3.77, 2.48, 6.26, 4314.33 
