User Time (s), System Time (s), Real Time (s), Executable Size (KB)
5.19, 0.03, 5.22, 16.34 
5.17, 0.06, 5.23, 16.34 
5.16, 0.07, 5.23, 16.34 
5.09, 0.07, 5.17, 16.34 
5.13, 0.06, 5.21, 16.34 
5.14, 0.06, 5.20, 16.34 
5.17, 0.05, 5.23, 16.34 
5.11, 0.07, 5.18, 16.34 
5.14, 0.07, 5.22, 16.34 
5.16, 0.08, 5.24, 16.34 
5.21, 0.07, 5.29, 16.34 
5.14, 0.05, 5.20, 16.34 
5.14, 0.08, 5.22, 16.34 
5.17, 0.07, 5.24, 16.34 
5.15, 0.05, 5.21, 16.34 
5.13, 0.06, 5.20, 16.34 
5.13, 0.05, 5.18, 16.34 
5.11, 0.07, 5.19, 16.34 
5.22, 0.07, 5.30, 16.34 
5.16, 0.06, 5.23, 16.34 
5.16, 0.06, 5.22, 16.34 
5.15, 0.07, 5.23, 16.34 
5.12, 0.08, 5.20, 16.34 
5.20, 0.04, 5.25, 16.34 
5.13, 0.06, 5.20, 16.34 
5.12, 0.08, 5.21, 16.34 
5.11, 0.08, 5.20, 16.34 
5.12, 0.07, 5.20, 16.34 
5.19, 0.05, 5.24, 16.34 
5.16, 0.05, 5.22, 16.34 
