User Time (s), System Time (s), Real Time (s), Executable Size (KB)
26.31, 0.00, 26.31, 403.82 
26.85, 0.14, 27.14, 403.82 
27.87, 0.00, 27.87, 403.82 
27.70, 0.20, 28.07, 403.82 
26.29, 0.00, 26.29, 403.82 
26.56, 0.00, 26.56, 403.82 
27.47, 0.03, 27.57, 403.82 
27.73, 0.74, 29.00, 403.82 
26.42, 0.00, 26.42, 403.82 
27.11, 0.00, 27.13, 403.82 
