User Time (s), System Time (s), Real Time (s), Executable Size (KB)
58.03, 0.02, 58.12, 403.82 
59.16, 0.00, 59.18, 403.82 
43.70, 0.00, 43.72, 403.82 
33.57, 0.00, 33.57, 403.82 
30.54, 0.00, 30.55, 403.82 
29.64, 0.00, 29.65, 403.82 
33.40, 0.00, 33.40, 403.82 
30.18, 0.00, 30.19, 403.82 
29.71, 0.00, 29.71, 403.82 
