User Time (s), System Time (s), Real Time (s), Executable Size (KB)
10.86, 0.00, 10.86, 5262.91 
10.86, 0.00, 10.86, 5262.91 
10.86, 0.00, 10.86, 5262.91 
10.84, 0.00, 10.84, 5262.91 
10.85, 0.00, 10.85, 5262.91 
10.85, 0.00, 10.85, 5262.91 
10.85, 0.00, 10.86, 5262.91 
10.87, 0.00, 10.87, 5262.91 
10.86, 0.00, 10.87, 5262.91 
10.86, 0.00, 10.87, 5262.91 
10.86, 0.00, 10.86, 5262.91 
10.87, 0.00, 10.87, 5262.91 
10.86, 0.00, 10.87, 5262.91 
10.85, 0.00, 10.85, 5262.91 
10.86, 0.00, 10.86, 5262.91 
10.85, 0.00, 10.85, 5262.91 
10.86, 0.00, 10.86, 5262.91 
10.86, 0.00, 10.86, 5262.91 
10.84, 0.00, 10.84, 5262.91 
10.86, 0.00, 10.86, 5262.91 
10.87, 0.00, 10.88, 5262.91 
10.86, 0.00, 10.87, 5262.91 
10.85, 0.00, 10.85, 5262.91 
10.87, 0.00, 10.87, 5262.91 
10.86, 0.00, 10.86, 5262.91 
10.87, 0.00, 10.87, 5262.91 
10.84, 0.00, 10.85, 5262.91 
10.84, 0.00, 10.85, 5262.91 
10.87, 0.00, 10.88, 5262.91 
10.88, 0.00, 10.88, 5262.91 
