User Time (s), System Time (s), Real Time (s), Executable Size (KB)
375.83, 0.02, 2.73, 152.09 
377.80, 0.01, 2.77, 152.09 
378.26, 0.03, 2.85, 152.09 
377.65, 0.02, 2.71, 152.09 
378.76, 0.03, 2.77, 152.09 
377.37, 0.04, 2.71, 152.09 
378.37, 0.02, 2.77, 152.09 
378.23, 0.03, 2.71, 152.09 
378.44, 0.03, 2.78, 152.09 
377.89, 0.02, 2.79, 152.09 
377.94, 0.03, 2.77, 152.09 
377.61, 0.03, 2.72, 152.09 
378.92, 0.01, 2.79, 152.09 
378.12, 0.02, 2.72, 152.09 
378.52, 0.02, 2.86, 152.09 
377.15, 0.02, 2.77, 152.09 
378.21, 0.04, 2.72, 152.09 
378.01, 0.02, 2.71, 152.09 
378.48, 0.02, 2.78, 152.09 
378.08, 0.02, 2.72, 152.09 
378.90, 0.03, 2.77, 152.09 
378.57, 0.04, 2.72, 152.09 
379.06, 0.02, 2.91, 152.09 
378.04, 0.01, 2.71, 152.09 
378.81, 0.03, 2.78, 152.09 
378.77, 0.03, 2.72, 152.09 
379.11, 0.01, 2.78, 152.09 
378.65, 0.01, 2.72, 152.09 
379.71, 0.03, 2.78, 152.09 
379.17, 0.03, 2.72, 152.09 
