User Time (s), System Time (s), Real Time (s), Executable Size (KB)
63.69, 0.00, 63.70, 413.66 
63.72, 0.00, 63.72, 413.66 
63.69, 0.00, 63.69, 413.66 
63.69, 0.00, 63.70, 413.66 
63.69, 0.00, 63.70, 413.66 
63.68, 0.00, 63.68, 413.66 
63.67, 0.00, 63.68, 413.66 
63.70, 0.00, 63.71, 413.66 
63.69, 0.00, 63.70, 413.66 
63.71, 0.00, 63.72, 413.66 
63.69, 0.00, 63.70, 413.66 
63.69, 0.00, 63.70, 413.66 
63.69, 0.00, 63.70, 413.66 
63.71, 0.00, 63.71, 413.66 
63.69, 0.00, 63.69, 413.66 
63.70, 0.00, 63.71, 413.66 
63.70, 0.00, 63.70, 413.66 
63.69, 0.00, 63.70, 413.66 
63.71, 0.00, 63.71, 413.66 
63.77, 0.00, 63.78, 413.66 
63.76, 0.00, 63.77, 413.66 
63.76, 0.00, 63.78, 413.66 
63.78, 0.00, 63.79, 413.66 
63.80, 0.00, 63.81, 413.66 
63.82, 0.00, 63.83, 413.66 
63.71, 0.00, 63.71, 413.66 
63.82, 0.00, 63.82, 413.66 
63.69, 0.00, 63.70, 413.66 
63.70, 0.00, 63.70, 413.66 
63.70, 0.00, 63.71, 413.66 
