User Time (s), System Time (s), Real Time (s), Executable Size (KB)
67.26, 0.00, 67.26, 16.67 
67.23, 0.00, 67.23, 16.67 
67.22, 0.00, 67.23, 16.67 
67.23, 0.00, 67.23, 16.67 
67.22, 0.00, 67.23, 16.67 
67.26, 0.00, 67.26, 16.67 
67.22, 0.00, 67.23, 16.67 
67.26, 0.00, 67.27, 16.67 
67.39, 0.00, 67.39, 16.67 
67.22, 0.00, 67.23, 16.67 
67.25, 0.00, 67.26, 16.67 
67.26, 0.00, 67.27, 16.67 
71.63, 0.00, 71.63, 16.67 
67.22, 0.00, 67.23, 16.67 
67.26, 0.00, 67.27, 16.67 
67.40, 0.00, 67.41, 16.67 
67.22, 0.00, 67.23, 16.67 
67.25, 0.00, 67.26, 16.67 
67.22, 0.00, 67.23, 16.67 
67.22, 0.00, 67.23, 16.67 
68.83, 0.00, 68.83, 16.67 
67.23, 0.00, 67.23, 16.67 
67.22, 0.00, 67.23, 16.67 
67.21, 0.00, 67.22, 16.67 
67.22, 0.00, 67.22, 16.67 
67.23, 0.00, 67.24, 16.67 
67.23, 0.00, 67.23, 16.67 
67.23, 0.00, 67.24, 16.67 
67.22, 0.00, 67.23, 16.67 
67.25, 0.00, 67.26, 16.67 
