User Time (s), System Time (s), Real Time (s), Executable Size (KB)
25.02, 0.00, 25.02, 4319.11 
25.02, 0.00, 25.02, 4319.11 
25.02, 0.00, 25.02, 4319.11 
25.03, 0.00, 25.04, 4319.11 
25.03, 0.00, 25.03, 4319.11 
25.04, 0.00, 25.04, 4319.11 
25.02, 0.00, 25.03, 4319.11 
25.03, 0.00, 25.03, 4319.11 
25.03, 0.00, 25.04, 4319.11 
25.03, 0.00, 25.03, 4319.11 
25.02, 0.00, 25.02, 4319.11 
25.01, 0.00, 25.02, 4319.11 
25.02, 0.00, 25.02, 4319.11 
25.03, 0.00, 25.03, 4319.11 
25.03, 0.00, 25.03, 4319.11 
25.02, 0.00, 25.02, 4319.11 
25.03, 0.00, 25.03, 4319.11 
25.03, 0.00, 25.04, 4319.11 
25.03, 0.00, 25.04, 4319.11 
25.03, 0.00, 25.03, 4319.11 
25.02, 0.00, 25.03, 4319.11 
25.03, 0.00, 25.03, 4319.11 
25.03, 0.00, 25.03, 4319.11 
25.03, 0.00, 25.03, 4319.11 
25.03, 0.00, 25.04, 4319.11 
25.04, 0.00, 25.04, 4319.11 
25.03, 0.00, 25.03, 4319.11 
25.03, 0.00, 25.03, 4319.11 
25.03, 0.00, 25.03, 4319.11 
25.02, 0.00, 25.02, 4319.11 
