User Time (s), System Time (s), Real Time (s), Executable Size (KB)
25.20, 0.00, 25.21, 4319.11 
25.22, 0.00, 25.22, 4319.11 
25.22, 0.00, 25.23, 4319.11 
25.20, 0.00, 25.21, 4319.11 
25.20, 0.00, 25.20, 4319.11 
25.19, 0.00, 25.19, 4319.11 
25.22, 0.00, 25.22, 4319.11 
25.21, 0.00, 25.22, 4319.11 
25.24, 0.00, 25.24, 4319.11 
25.21, 0.00, 25.22, 4319.11 
25.22, 0.00, 25.23, 4319.11 
25.21, 0.00, 25.22, 4319.11 
25.18, 0.00, 25.18, 4319.11 
25.21, 0.00, 25.21, 4319.11 
25.19, 0.00, 25.19, 4319.11 
25.21, 0.00, 25.22, 4319.11 
25.19, 0.00, 25.20, 4319.11 
25.19, 0.00, 25.19, 4319.11 
25.20, 0.00, 25.20, 4319.11 
25.20, 0.00, 25.21, 4319.11 
25.23, 0.00, 25.23, 4319.11 
25.20, 0.00, 25.21, 4319.11 
25.21, 0.00, 25.21, 4319.11 
25.21, 0.00, 25.22, 4319.11 
25.20, 0.00, 25.20, 4319.11 
25.20, 0.00, 25.20, 4319.11 
25.21, 0.00, 25.21, 4319.11 
25.21, 0.00, 25.22, 4319.11 
25.21, 0.00, 25.22, 4319.11 
25.19, 0.00, 25.20, 4319.11 
