User Time (s), System Time (s), Real Time (s), Executable Size (KB)
3.85, 0.00, 3.85, 4304.50 
3.92, 0.00, 3.92, 4304.50 
3.92, 0.00, 3.92, 4304.50 
3.92, 0.00, 3.92, 4304.50 
3.92, 0.00, 3.92, 4304.50 
3.92, 0.00, 3.92, 4304.50 
3.92, 0.00, 3.92, 4304.50 
3.92, 0.00, 3.92, 4304.50 
3.92, 0.00, 3.92, 4304.50 
3.76, 0.00, 3.76, 4304.50 
3.46, 0.00, 3.46, 4304.50 
3.58, 0.00, 3.58, 4304.50 
3.89, 0.00, 3.89, 4304.50 
3.54, 0.00, 3.55, 4304.50 
3.53, 0.00, 3.53, 4304.50 
3.45, 0.00, 3.46, 4304.50 
3.42, 0.00, 3.43, 4304.50 
3.61, 0.00, 3.62, 4304.50 
3.50, 0.00, 3.50, 4304.50 
3.58, 0.00, 3.58, 4304.50 
3.50, 0.00, 3.51, 4304.50 
3.38, 0.00, 3.38, 4304.50 
3.42, 0.00, 3.42, 4304.50 
3.68, 0.00, 3.68, 4304.50 
3.53, 0.00, 3.54, 4304.50 
3.45, 0.00, 3.45, 4304.50 
3.39, 0.00, 3.40, 4304.50 
3.42, 0.00, 3.42, 4304.50 
3.74, 0.00, 3.75, 4304.50 
3.83, 0.00, 3.83, 4304.50 
