User Time (s), System Time (s), Real Time (s), Executable Size (KB)
3.75, 0.00, 3.75, 4304.50 
3.45, 0.00, 3.45, 4304.50 
3.54, 0.00, 3.54, 4304.50 
3.41, 0.00, 3.41, 4304.50 
3.50, 0.00, 3.50, 4304.50 
3.56, 0.00, 3.56, 4304.50 
3.62, 0.00, 3.63, 4304.50 
3.57, 0.00, 3.57, 4304.50 
3.86, 0.00, 3.86, 4304.50 
3.86, 0.00, 3.86, 4304.50 
3.70, 0.00, 3.71, 4304.50 
3.92, 0.00, 3.92, 4304.50 
3.66, 0.00, 3.66, 4304.50 
3.88, 0.00, 3.88, 4304.50 
3.66, 0.00, 3.67, 4304.50 
3.43, 0.00, 3.43, 4304.50 
3.49, 0.00, 3.49, 4304.50 
4.06, 0.00, 4.06, 4304.50 
3.69, 0.00, 3.70, 4304.50 
3.49, 0.00, 3.50, 4304.50 
3.48, 0.00, 3.48, 4304.50 
3.81, 0.00, 3.81, 4304.50 
3.49, 0.00, 3.49, 4304.50 
4.96, 0.00, 4.96, 4304.50 
3.71, 0.00, 3.71, 4304.50 
3.44, 0.00, 3.44, 4304.50 
3.79, 0.00, 3.79, 4304.50 
3.84, 0.00, 3.84, 4304.50 
3.47, 0.00, 3.47, 4304.50 
3.43, 0.00, 3.44, 4304.50 
