User Time (s), System Time (s), Real Time (s), Executable Size (KB)
2.99, 0.00, 2.99, 4304.50 
2.99, 0.00, 3.00, 4304.50 
2.99, 0.00, 3.00, 4304.50 
2.99, 0.00, 2.99, 4304.50 
2.99, 0.00, 2.99, 4304.50 
3.00, 0.00, 3.00, 4304.50 
2.98, 0.00, 2.98, 4304.50 
2.98, 0.00, 2.99, 4304.50 
3.00, 0.00, 3.00, 4304.50 
3.00, 0.00, 3.00, 4304.50 
2.99, 0.00, 2.99, 4304.50 
2.99, 0.00, 2.99, 4304.50 
2.99, 0.00, 2.99, 4304.50 
3.00, 0.00, 3.00, 4304.50 
2.99, 0.00, 3.00, 4304.50 
2.99, 0.00, 2.99, 4304.50 
2.98, 0.00, 2.98, 4304.50 
2.98, 0.00, 2.98, 4304.50 
2.99, 0.00, 3.00, 4304.50 
3.00, 0.00, 3.00, 4304.50 
2.99, 0.00, 3.00, 4304.50 
2.99, 0.00, 2.99, 4304.50 
2.99, 0.00, 2.99, 4304.50 
2.98, 0.00, 2.99, 4304.50 
2.99, 0.00, 3.00, 4304.50 
2.98, 0.00, 2.98, 4304.50 
2.99, 0.00, 3.00, 4304.50 
2.99, 0.00, 3.00, 4304.50 
2.99, 0.00, 2.99, 4304.50 
2.99, 0.00, 2.99, 4304.50 
