User Time (s), System Time (s), Real Time (s), Executable Size (KB)
22.87, 0.02, 22.94, 16.23 
20.13, 0.00, 20.16, 16.23 
20.38, 0.00, 20.38, 16.23 
20.06, 0.00, 20.06, 16.23 
24.20, 0.00, 24.22, 16.23 
21.91, 0.00, 21.91, 16.23 
20.88, 0.00, 20.88, 16.23 
20.14, 0.00, 20.14, 16.23 
